input,relations,prefix,gold_relations
Secretary of State Condoleezza Rice offered reassurances on Wednesday to President Vladimir V. Putin of Russia and to listeners of a popular Moscow radio station that the United States would not supplant Russia 's influence in its neighborhood despite growing American friendship with other countries in the region .,"[['Russia', 'LOC_ADMIN_DIVISIONS', 'Moscow'], ['Moscow', 'LOC_COUNTRY', 'Russia'], ['Russia', 'LOC_ADMIN_DIVISIONS', 'Moscow']]",NYT,"[['Russia', 'LOC_ADMIN_DIVISIONS', 'Moscow'], ['Moscow', 'LOC_COUNTRY', 'Russia'], ['Russia', 'LOC_ADMIN_DIVISIONS', 'Moscow'], ['Russia', 'LOC_CAPITAL', 'Moscow'], ['Russia', 'LOC_CONTAINS', 'Moscow'], ['Moscow', 'LOC_COUNTRY', 'Russia'], ['Russia', 'LOC_CAPITAL', 'Moscow'], ['Russia', 'LOC_CONTAINS', 'Moscow']]"
Secretary of State Condoleezza Rice offered reassurances on Wednesday to President Vladimir V. Putin of Russia and to listeners of a popular Moscow radio station that the United States would not supplant Russia 's influence in its neighborhood despite growing American friendship with other countries in the region .,"[['Russia', 'LOC_ADMIN_DIVISIONS', 'Moscow'], ['Moscow', 'LOC_COUNTRY', 'Russia'], ['Russia', 'LOC_ADMIN_DIVISIONS', 'Moscow']]",NYT,"[['Russia', 'LOC_ADMIN_DIVISIONS', 'Moscow'], ['Moscow', 'LOC_COUNTRY', 'Russia'], ['Russia', 'LOC_ADMIN_DIVISIONS', 'Moscow'], ['Russia', 'LOC_CAPITAL', 'Moscow'], ['Russia', 'LOC_CONTAINS', 'Moscow'], ['Moscow', 'LOC_COUNTRY', 'Russia'], ['Russia', 'LOC_CAPITAL', 'Moscow'], ['Russia', 'LOC_CONTAINS', 'Moscow']]"
Secretary of State Condoleezza Rice offered reassurances on Wednesday to President Vladimir V. Putin of Russia and to listeners of a popular Moscow radio station that the United States would not supplant Russia 's influence in its neighborhood despite growing American friendship with other countries in the region .,"[['Russia', 'LOC_ADMIN_DIVISIONS', 'Moscow'], ['Moscow', 'LOC_COUNTRY', 'Russia'], ['Russia', 'LOC_ADMIN_DIVISIONS', 'Moscow'], ['Moscow', 'LOC_COUNTRY', 'Russia']]",NYT,"[['Russia', 'LOC_ADMIN_DIVISIONS', 'Moscow'], ['Moscow', 'LOC_COUNTRY', 'Russia'], ['Russia', 'LOC_ADMIN_DIVISIONS', 'Moscow'], ['Russia', 'LOC_CAPITAL', 'Moscow'], ['Russia', 'LOC_CONTAINS', 'Moscow'], ['Moscow', 'LOC_COUNTRY', 'Russia'], ['Russia', 'LOC_CAPITAL', 'Moscow'], ['Russia', 'LOC_CONTAINS', 'Moscow']]"
Secretary of State Condoleezza Rice offered reassurances on Wednesday to President Vladimir V. Putin of Russia and to listeners of a popular Moscow radio station that the United States would not supplant Russia 's influence in its neighborhood despite growing American friendship with other countries in the region .,"[['Russia', 'LOC_ADMIN_DIVISIONS', 'Moscow'], ['Moscow', 'LOC_COUNTRY', 'Russia'], ['Russia', 'LOC_ADMIN_DIVISIONS', 'Moscow'], ['Moscow', 'LOC_COUNTRY', 'Russia']]",NYT,"[['Russia', 'LOC_ADMIN_DIVISIONS', 'Moscow'], ['Moscow', 'LOC_COUNTRY', 'Russia'], ['Russia', 'LOC_ADMIN_DIVISIONS', 'Moscow'], ['Russia', 'LOC_CAPITAL', 'Moscow'], ['Russia', 'LOC_CONTAINS', 'Moscow'], ['Moscow', 'LOC_COUNTRY', 'Russia'], ['Russia', 'LOC_CAPITAL', 'Moscow'], ['Russia', 'LOC_CONTAINS', 'Moscow']]"
Secretary of State Condoleezza Rice offered reassurances on Wednesday to President Vladimir V. Putin of Russia and to listeners of a popular Moscow radio station that the United States would not supplant Russia 's influence in its neighborhood despite growing American friendship with other countries in the region .,"[['Russia', 'LOC_ADMIN_DIVISIONS', 'Moscow'], ['Moscow', 'LOC_COUNTRY', 'Russia'], ['Russia', 'LOC_ADMIN_DIVISIONS', 'Moscow'], ['Moscow', 'LOC_COUNTRY', 'Russia']]",NYT,"[['Russia', 'LOC_ADMIN_DIVISIONS', 'Moscow'], ['Moscow', 'LOC_COUNTRY', 'Russia'], ['Russia', 'LOC_ADMIN_DIVISIONS', 'Moscow'], ['Russia', 'LOC_CAPITAL', 'Moscow'], ['Russia', 'LOC_CONTAINS', 'Moscow'], ['Moscow', 'LOC_COUNTRY', 'Russia'], ['Russia', 'LOC_CAPITAL', 'Moscow'], ['Russia', 'LOC_CONTAINS', 'Moscow']]"
"Although the operation for gathering of phone records stretched across the country and back again , California claims jurisdiction in the case because the detectives were paid by Hewlett-Packard , which is based in Palo Alto , Calif. , and the planning was done there as well .","[['California', 'LOC_CONTAINS', 'Palo Alto']]",NYT,"[['California', 'LOC_CONTAINS', 'Palo Alto'], ['Hewlett-Packard', 'BUS_PLACE_FOUNDED', 'Palo Alto']]"
"Although the operation for gathering of phone records stretched across the country and back again , California claims jurisdiction in the case because the detectives were paid by Hewlett-Packard , which is based in Palo Alto , Calif. , and the planning was done there as well .","[['California', 'LOC_CONTAINS', 'Palo Alto']]",NYT,"[['California', 'LOC_CONTAINS', 'Palo Alto'], ['Hewlett-Packard', 'BUS_PLACE_FOUNDED', 'Palo Alto']]"
"Costas Tsingas , who owned Agrotikon on East 14th Street in New York City in the 1980 's , returned to Greece in the mid 1990 's , was an executive chef in charge of Greek dishes at the Olympic Village , and is also about to open a modern meze restaurant , in the seaside suburb of Glyfada .","[['Greece', 'LOC_CONTAINS', 'Glyfada']]",NYT,"[['Greece', 'LOC_CONTAINS', 'Glyfada']]"
"Marcello Lippi , Italy 's coach , calls him the best defender in the world .","[['Marcello Lippi', 'PEO_NATIONALITY', 'Italy']]",NYT,"[['Marcello Lippi', 'PEO_NATIONALITY', 'Italy']]"
Basra has mostly been spared the carnage of the Sunni-led insurgency in Iraq 's center and north .,"[['Iraq', 'LOC_CONTAINS', 'Basra']]",NYT,"[['Iraq', 'LOC_CONTAINS', 'Basra']]"
"While the world discovered the great wines of northern Italy , the Barolos and Barbarescos of Piedmont , and the Brunellos and modern blends of Tuscany , Campania and the rest of the south was given little thought .","[['Italy', 'LOC_ADMIN_DIVISIONS', 'Tuscany']]",NYT,"[['Tuscany', 'LOC_COUNTRY', 'Italy'], ['Piedmont', 'LOC_COUNTRY', 'Italy'], ['Italy', 'LOC_CONTAINS', 'Piedmont'], ['Italy', 'LOC_CONTAINS', 'Campania'], ['Italy', 'LOC_ADMIN_DIVISIONS', 'Tuscany'], ['Italy', 'LOC_CONTAINS', 'Tuscany'], ['Italy', 'LOC_ADMIN_DIVISIONS', 'Campania'], ['Campania', 'LOC_COUNTRY', 'Italy'], ['Italy', 'LOC_ADMIN_DIVISIONS', 'Piedmont']]"
"While the world discovered the great wines of northern Italy , the Barolos and Barbarescos of Piedmont , and the Brunellos and modern blends of Tuscany , Campania and the rest of the south was given little thought .","[['Italy', 'LOC_ADMIN_DIVISIONS', 'Tuscany']]",NYT,"[['Tuscany', 'LOC_COUNTRY', 'Italy'], ['Piedmont', 'LOC_COUNTRY', 'Italy'], ['Italy', 'LOC_CONTAINS', 'Piedmont'], ['Italy', 'LOC_CONTAINS', 'Campania'], ['Italy', 'LOC_ADMIN_DIVISIONS', 'Tuscany'], ['Italy', 'LOC_CONTAINS', 'Tuscany'], ['Italy', 'LOC_ADMIN_DIVISIONS', 'Campania'], ['Campania', 'LOC_COUNTRY', 'Italy'], ['Italy', 'LOC_ADMIN_DIVISIONS', 'Piedmont']]"
"While the world discovered the great wines of northern Italy , the Barolos and Barbarescos of Piedmont , and the Brunellos and modern blends of Tuscany , Campania and the rest of the south was given little thought .","[['Italy', 'LOC_ADMIN_DIVISIONS', 'Tuscany'], ['Italy', 'LOC_ADMIN_DIVISIONS', 'Campania']]",NYT,"[['Tuscany', 'LOC_COUNTRY', 'Italy'], ['Piedmont', 'LOC_COUNTRY', 'Italy'], ['Italy', 'LOC_CONTAINS', 'Piedmont'], ['Italy', 'LOC_CONTAINS', 'Campania'], ['Italy', 'LOC_ADMIN_DIVISIONS', 'Tuscany'], ['Italy', 'LOC_CONTAINS', 'Tuscany'], ['Italy', 'LOC_ADMIN_DIVISIONS', 'Campania'], ['Campania', 'LOC_COUNTRY', 'Italy'], ['Italy', 'LOC_ADMIN_DIVISIONS', 'Piedmont']]"
"While the world discovered the great wines of northern Italy , the Barolos and Barbarescos of Piedmont , and the Brunellos and modern blends of Tuscany , Campania and the rest of the south was given little thought .","[['Italy', 'LOC_ADMIN_DIVISIONS', 'Tuscany'], ['Italy', 'LOC_ADMIN_DIVISIONS', 'Campania']]",NYT,"[['Tuscany', 'LOC_COUNTRY', 'Italy'], ['Piedmont', 'LOC_COUNTRY', 'Italy'], ['Italy', 'LOC_CONTAINS', 'Piedmont'], ['Italy', 'LOC_CONTAINS', 'Campania'], ['Italy', 'LOC_ADMIN_DIVISIONS', 'Tuscany'], ['Italy', 'LOC_CONTAINS', 'Tuscany'], ['Italy', 'LOC_ADMIN_DIVISIONS', 'Campania'], ['Campania', 'LOC_COUNTRY', 'Italy'], ['Italy', 'LOC_ADMIN_DIVISIONS', 'Piedmont']]"
"While the world discovered the great wines of northern Italy , the Barolos and Barbarescos of Piedmont , and the Brunellos and modern blends of Tuscany , Campania and the rest of the south was given little thought .","[['Italy', 'LOC_ADMIN_DIVISIONS', 'Tuscany'], ['Italy', 'LOC_ADMIN_DIVISIONS', 'Campania'], ['Italy', 'LOC_ADMIN_DIVISIONS', 'Piedmont']]",NYT,"[['Tuscany', 'LOC_COUNTRY', 'Italy'], ['Piedmont', 'LOC_COUNTRY', 'Italy'], ['Italy', 'LOC_CONTAINS', 'Piedmont'], ['Italy', 'LOC_CONTAINS', 'Campania'], ['Italy', 'LOC_ADMIN_DIVISIONS', 'Tuscany'], ['Italy', 'LOC_CONTAINS', 'Tuscany'], ['Italy', 'LOC_ADMIN_DIVISIONS', 'Campania'], ['Campania', 'LOC_COUNTRY', 'Italy'], ['Italy', 'LOC_ADMIN_DIVISIONS', 'Piedmont']]"
"Almost every region of Italy produces spumante , though Campania has yet to create a market for its own .","[['Campania', 'LOC_COUNTRY', 'Italy']]",NYT,"[['Campania', 'LOC_COUNTRY', 'Italy'], ['Italy', 'LOC_ADMIN_DIVISIONS', 'Campania'], ['Italy', 'LOC_CONTAINS', 'Campania']]"
"Almost every region of Italy produces spumante , though Campania has yet to create a market for its own .","[['Campania', 'LOC_COUNTRY', 'Italy'], ['Italy', 'LOC_ADMIN_DIVISIONS', 'Campania']]",NYT,"[['Campania', 'LOC_COUNTRY', 'Italy'], ['Italy', 'LOC_ADMIN_DIVISIONS', 'Campania'], ['Italy', 'LOC_CONTAINS', 'Campania']]"
"Almost every region of Italy produces spumante , though Campania has yet to create a market for its own .","[['Campania', 'LOC_COUNTRY', 'Italy'], ['Italy', 'LOC_ADMIN_DIVISIONS', 'Campania'], ['Italy', 'LOC_CONTAINS', 'Campania']]",NYT,"[['Campania', 'LOC_COUNTRY', 'Italy'], ['Italy', 'LOC_ADMIN_DIVISIONS', 'Campania'], ['Italy', 'LOC_CONTAINS', 'Campania']]"
"His high standing in the government became clear when he was asked by Mullah Omar in December 2001 to carry a message of the Taliban surrender to Hamid Karzai , who was then in the mountains north of Kandahar with American Special Forces . ''","[['Hamid Karzai', 'PEO_PLACE_OF_BIRTH', 'Kandahar']]",NYT,"[['Hamid Karzai', 'PEO_PLACE_OF_BIRTH', 'Kandahar']]"
"The product we had for today was n't quite where it needs to be yet , '' said Representative Roy Blunt of Missouri , the No. 2 Republican , who said backers of the cuts remained a '' handful '' of votes short .","[['Roy Blunt', 'PEO_PLACE_LIVED', 'Missouri']]",NYT,"[['Roy Blunt', 'PEO_PLACE_LIVED', 'Missouri']]"
But he hit a particularly creepy low when he decided to distort a lame joke lamely delivered by Senator John Kerry of Massachusetts .,"[['John Kerry', 'PEO_PLACE_LIVED', 'Massachusetts']]",NYT,"[['John Kerry', 'PEO_PLACE_LIVED', 'Massachusetts']]"
"The team that created the element , made up of scientists at the Lawrence Livermore National Laboratory in California and the Joint Institute for Nuclear Research in Dubna , Russia , said they had produced three atoms of the new element in six months of smashing lighter elements together and trying to make them stick .","[['Russia', 'LOC_CONTAINS', 'Dubna']]",NYT,"[['Russia', 'LOC_CONTAINS', 'Dubna']]"
"In another development , Iran informed the agency that it was planning at the end of this year to set up 3,000 centrifuges that enrich uranium as it moves toward industrial-scale enrichment , ignoring international demands that it return to a freeze on its uranium enrichment activities at its vast facility at Natanz , the report said .","[['Iran', 'LOC_CONTAINS', 'Natanz']]",NYT,"[['Iran', 'LOC_CONTAINS', 'Natanz']]"
"What becomes of modern societies founded on Islam , whose strictest aherents long for a return to the time of Muhammad ?","[['Muhammad', 'PEO_RELIGION', 'Islam']]",NYT,"[['Muhammad', 'PEO_RELIGION', 'Islam']]"
"Representative Joe Barton , the Texas Republican who is the committee 's chairman , said in an Aug. 11 letter to BP 's chief executive , Lord Browne , that the Alaska shutdown was a result of '' chronic neglect . ''","[['Joe Barton', 'PEO_PLACE_LIVED', 'Texas']]",NYT,"[['Joe Barton', 'PEO_PLACE_LIVED', 'Texas']]"
"In the most embarrassing , and costly , mishap to date , BP was forced to temporarily shut Alaska 's biggest oil field , Prudhoe Bay , after detecting heavy corrosion and a small leak in a critical pipeline .","[['Alaska', 'LOC_CONTAINS', 'Prudhoe Bay']]",NYT,"[['Alaska', 'LOC_CONTAINS', 'Prudhoe Bay']]"
"Sergey Brin , Google 's president for technology , said the rate of hiring had slowed .","[['Sergey Brin', 'BUS_COMPANY', 'Google']]",NYT,"[['Sergey Brin', 'BUS_MAJOR_SHAREHOLDER', 'Google'], ['Google', 'BUS_FOUNDERS', 'Sergey Brin'], ['Google', 'BUS_MAJOR_SHAREHOLDERS', 'Sergey Brin'], ['Sergey Brin', 'BUS_COMPANY', 'Google']]"
"The bridegroom , 30 , is a fellow in hematology-oncology at the University of Pennsylvania in Philadelphia , where he is also a candidate for a master 's degree in clinical epidemiology .","[['Philadelphia', 'LOC_CONTAINS', 'University of Pennsylvania']]",NYT,"[['Philadelphia', 'LOC_CONTAINS', 'University of Pennsylvania']]"
"He appears to think the common-sense charisma of a Warren Buffett of Berkshire Hathaway or a Peter Lynch of Magellan looms large enough in the average man 's mind to obscure Kenneth Lay of Enron , Bernard Ebbers of WorldCom , Jack Grubman of Salomon Smith Barney , Henry Blodget of Merrill Lynch , etc. , alas , etc. .","[['Henry Blodget', 'BUS_COMPANY', 'Merrill Lynch']]",NYT,"[['Henry Blodget', 'BUS_COMPANY', 'Merrill Lynch']]"
"After the war started in Europe , he and his mother , Anna , were deported by the Nazis to Riga , Latvia .","[['Riga', 'LOC_COUNTRY', 'Latvia']]",NYT,"[['Europe', 'LOC_CONTAINS', 'Riga'], ['Riga', 'LOC_COUNTRY', 'Latvia'], ['Europe', 'LOC_CONTAINS', 'Latvia'], ['Latvia', 'LOC_ADMIN_DIVISIONS', 'Riga'], ['Latvia', 'LOC_CAPITAL', 'Riga'], ['Latvia', 'LOC_CONTAINS', 'Riga']]"
"After the war started in Europe , he and his mother , Anna , were deported by the Nazis to Riga , Latvia .","[['Riga', 'LOC_COUNTRY', 'Latvia']]",NYT,"[['Europe', 'LOC_CONTAINS', 'Riga'], ['Riga', 'LOC_COUNTRY', 'Latvia'], ['Europe', 'LOC_CONTAINS', 'Latvia'], ['Latvia', 'LOC_ADMIN_DIVISIONS', 'Riga'], ['Latvia', 'LOC_CAPITAL', 'Riga'], ['Latvia', 'LOC_CONTAINS', 'Riga']]"
"After the war started in Europe , he and his mother , Anna , were deported by the Nazis to Riga , Latvia .","[['Riga', 'LOC_COUNTRY', 'Latvia'], ['Latvia', 'LOC_ADMIN_DIVISIONS', 'Riga']]",NYT,"[['Europe', 'LOC_CONTAINS', 'Riga'], ['Riga', 'LOC_COUNTRY', 'Latvia'], ['Europe', 'LOC_CONTAINS', 'Latvia'], ['Latvia', 'LOC_ADMIN_DIVISIONS', 'Riga'], ['Latvia', 'LOC_CAPITAL', 'Riga'], ['Latvia', 'LOC_CONTAINS', 'Riga']]"
"After the war started in Europe , he and his mother , Anna , were deported by the Nazis to Riga , Latvia .","[['Riga', 'LOC_COUNTRY', 'Latvia'], ['Latvia', 'LOC_ADMIN_DIVISIONS', 'Riga']]",NYT,"[['Europe', 'LOC_CONTAINS', 'Riga'], ['Riga', 'LOC_COUNTRY', 'Latvia'], ['Europe', 'LOC_CONTAINS', 'Latvia'], ['Latvia', 'LOC_ADMIN_DIVISIONS', 'Riga'], ['Latvia', 'LOC_CAPITAL', 'Riga'], ['Latvia', 'LOC_CONTAINS', 'Riga']]"
"After the war started in Europe , he and his mother , Anna , were deported by the Nazis to Riga , Latvia .","[['Riga', 'LOC_COUNTRY', 'Latvia'], ['Latvia', 'LOC_ADMIN_DIVISIONS', 'Riga'], ['Latvia', 'LOC_CONTAINS', 'Riga']]",NYT,"[['Europe', 'LOC_CONTAINS', 'Riga'], ['Riga', 'LOC_COUNTRY', 'Latvia'], ['Europe', 'LOC_CONTAINS', 'Latvia'], ['Latvia', 'LOC_ADMIN_DIVISIONS', 'Riga'], ['Latvia', 'LOC_CAPITAL', 'Riga'], ['Latvia', 'LOC_CONTAINS', 'Riga']]"
"Western-style portraiture is thought to have come to China about 1710 with Giuseppe Castiglione -LRB- 1688-1766 -RRB- , a Jesuit artist-missionary from Italy . ''","[['Giuseppe Castiglione', 'PEO_NATIONALITY', 'Italy']]",NYT,"[['Giuseppe Castiglione', 'PEO_NATIONALITY', 'Italy']]"
"6 Large Protest in Taiwan Hundreds of thousands of Taiwanese marched to denounce Beijing in one of the largest political demonstrations ever there , the clearest sign yet of how China 's anti-secession legislation has poisoned relations across the Taiwan Strait .","[['Taiwan', 'LOC_COUNTRY', 'China']]",NYT,"[['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_CONTAINS', 'Beijing'], ['China', 'LOC_CAPITAL', 'Beijing'], ['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan']]"
"6 Large Protest in Taiwan Hundreds of thousands of Taiwanese marched to denounce Beijing in one of the largest political demonstrations ever there , the clearest sign yet of how China 's anti-secession legislation has poisoned relations across the Taiwan Strait .","[['Taiwan', 'LOC_COUNTRY', 'China']]",NYT,"[['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_CONTAINS', 'Beijing'], ['China', 'LOC_CAPITAL', 'Beijing'], ['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan']]"
"6 Large Protest in Taiwan Hundreds of thousands of Taiwanese marched to denounce Beijing in one of the largest political demonstrations ever there , the clearest sign yet of how China 's anti-secession legislation has poisoned relations across the Taiwan Strait .","[['Taiwan', 'LOC_COUNTRY', 'China']]",NYT,"[['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_CONTAINS', 'Beijing'], ['China', 'LOC_CAPITAL', 'Beijing'], ['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan']]"
"6 Large Protest in Taiwan Hundreds of thousands of Taiwanese marched to denounce Beijing in one of the largest political demonstrations ever there , the clearest sign yet of how China 's anti-secession legislation has poisoned relations across the Taiwan Strait .","[['Taiwan', 'LOC_COUNTRY', 'China']]",NYT,"[['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_CONTAINS', 'Beijing'], ['China', 'LOC_CAPITAL', 'Beijing'], ['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan']]"
"6 Large Protest in Taiwan Hundreds of thousands of Taiwanese marched to denounce Beijing in one of the largest political demonstrations ever there , the clearest sign yet of how China 's anti-secession legislation has poisoned relations across the Taiwan Strait .","[['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan']]",NYT,"[['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_CONTAINS', 'Beijing'], ['China', 'LOC_CAPITAL', 'Beijing'], ['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan']]"
"Last week , executives from Ariana Television Network , a five-month-old station that broadcasts news and entertainment in Kabul , Kandahar and several smaller cities in Afghanistan , came to Mamaroneck to tour the studios and sought advice from Erik Lewis , LMC-TV 's executive director , on how to train people who have more enthusiasm than experience in areas like field producing and film editing . ''","[['Afghanistan', 'LOC_CONTAINS', 'Kabul']]",NYT,"[['Afghanistan', 'LOC_CAPITAL', 'Kabul'], ['Afghanistan', 'LOC_CONTAINS', 'Kabul'], ['Afghanistan', 'LOC_CONTAINS', 'Kandahar']]"
"Last week , executives from Ariana Television Network , a five-month-old station that broadcasts news and entertainment in Kabul , Kandahar and several smaller cities in Afghanistan , came to Mamaroneck to tour the studios and sought advice from Erik Lewis , LMC-TV 's executive director , on how to train people who have more enthusiasm than experience in areas like field producing and film editing . ''","[['Afghanistan', 'LOC_CONTAINS', 'Kabul'], ['Afghanistan', 'LOC_CONTAINS', 'Kandahar']]",NYT,"[['Afghanistan', 'LOC_CAPITAL', 'Kabul'], ['Afghanistan', 'LOC_CONTAINS', 'Kabul'], ['Afghanistan', 'LOC_CONTAINS', 'Kandahar']]"
"Died in Genoa , Italy on Monday , April 10 , 2006 .","[['Italy', 'LOC_CONTAINS', 'Genoa']]",NYT,"[['Italy', 'LOC_CONTAINS', 'Genoa']]"
"David Robertson , who is galvanizing audiences as music director of the St. Louis Symphony , conducts the premiere in St. Louis -LRB- March 16 -RRB- , then brings it to Carnegie Hall -LRB- March 31 -RRB- .","[['David Robertson', 'PEO_PLACE_LIVED', 'St. Louis']]",NYT,"[['David Robertson', 'PEO_PLACE_LIVED', 'St. Louis']]"
"The owner of a Westchester County taxi company has pleaded guilty to stealing more than $ 400,000 from New York 's Medicaid program by billing for hundreds of rides to doctors and medical facilities that never took place or were never authorized , officials with the Medicaid fraud control unit in the state attorney general 's office said yesterday .","[['New York', 'LOC_CONTAINS', 'Westchester County']]",NYT,"[['New York', 'LOC_CONTAINS', 'Westchester County']]"
"The next decision seems to be what should happen to the dogs , which are being held at the center 's Brooklyn shelter in East New York .","[['East New York', 'LOC_NEIGHBORHOOD', 'Brooklyn']]",NYT,"[['East New York', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'East New York']]"
"The next decision seems to be what should happen to the dogs , which are being held at the center 's Brooklyn shelter in East New York .","[['East New York', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'East New York']]",NYT,"[['East New York', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'East New York']]"
"C1 Spy Case and H.P. 's Chief Pressure is mounting on Mark V. Hurd , Hewlett-Packard 's chief executive , to explain what appears to have been a greater role in the company 's spying operation than was initially indicated .","[['Mark V. Hurd', 'BUS_COMPANY', 'Hewlett-Packard']]",NYT,"[['Mark V. Hurd', 'BUS_COMPANY', 'Hewlett-Packard']]"
"It became the catalyst for a private bill repeatedly introduced in Congress by Representative Todd Russell Platts , a Republican of Pennsylvania , seeking permanent legal status for 31 men in the York contingent who had not won asylum .","[['Todd Russell Platts', 'PEO_PLACE_LIVED', 'Pennsylvania']]",NYT,"[['Todd Russell Platts', 'PEO_PLACE_LIVED', 'Pennsylvania']]"
GETTING THERE -- Prairie Potholes are found off Interstate 94 in North Dakota midway between Bismarck and Jamestown .,"[['North Dakota', 'LOC_CONTAINS', 'Bismarck']]",NYT,"[['North Dakota', 'LOC_CONTAINS', 'Bismarck']]"
"The Beijing government is determined to head off a looming confrontation between the United States and North Korea , which it fears could prompt a regional nuclear arms race and shatter the stability that has underpinned China 's own economic rise .","[['Beijing', 'LOC_COUNTRY', 'China']]",NYT,"[['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_CAPITAL', 'Beijing'], ['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['China', 'LOC_CONTAINS', 'Beijing']]"
"The Beijing government is determined to head off a looming confrontation between the United States and North Korea , which it fears could prompt a regional nuclear arms race and shatter the stability that has underpinned China 's own economic rise .","[['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_CAPITAL', 'Beijing']]",NYT,"[['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_CAPITAL', 'Beijing'], ['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['China', 'LOC_CONTAINS', 'Beijing']]"
"The Beijing government is determined to head off a looming confrontation between the United States and North Korea , which it fears could prompt a regional nuclear arms race and shatter the stability that has underpinned China 's own economic rise .","[['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_CAPITAL', 'Beijing']]",NYT,"[['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_CAPITAL', 'Beijing'], ['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['China', 'LOC_CONTAINS', 'Beijing']]"
"The Beijing government is determined to head off a looming confrontation between the United States and North Korea , which it fears could prompt a regional nuclear arms race and shatter the stability that has underpinned China 's own economic rise .","[['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_CAPITAL', 'Beijing']]",NYT,"[['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_CAPITAL', 'Beijing'], ['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['China', 'LOC_CONTAINS', 'Beijing']]"
"The company purchased expensive urban sites in Jersey City and Manhattan ; it even bought the hulking Maxwell House factory on the Hoboken waterfront , across the Hudson River from Midtown Manhattan , in partnership with another firm , in order to demolish the industrial shell and transform the site into a gigantic condominium complex .","[['Manhattan', 'LOC_CONTAINS', 'Midtown Manhattan']]",NYT,"[['Manhattan', 'LOC_CONTAINS', 'Midtown Manhattan'], ['Midtown Manhattan', 'LOC_NEIGHBORHOOD', 'Manhattan']]"
"The company purchased expensive urban sites in Jersey City and Manhattan ; it even bought the hulking Maxwell House factory on the Hoboken waterfront , across the Hudson River from Midtown Manhattan , in partnership with another firm , in order to demolish the industrial shell and transform the site into a gigantic condominium complex .","[['Manhattan', 'LOC_CONTAINS', 'Midtown Manhattan']]",NYT,"[['Manhattan', 'LOC_CONTAINS', 'Midtown Manhattan'], ['Midtown Manhattan', 'LOC_NEIGHBORHOOD', 'Manhattan']]"
"Few in China have openly criticized passage of the antisecession law , which Beijing leaders argue is needed to stop Taiwan 's drift toward independence .","[['China', 'LOC_ADMIN_DIVISIONS', 'Beijing']]",NYT,"[['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_CONTAINS', 'Beijing'], ['Taiwan', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Taiwan'], ['China', 'LOC_CAPITAL', 'Beijing']]"
